City,Sentiment,Month,Count,Latitude,Longitude
ebertswil,POSITIVE,october,1,47.2266332,8.5492498
ebikon,NEGATIVE,august,15,47.0812067,8.338521
ebikon,NEGATIVE,july,4,47.0812067,8.338521
ebikon,NEGATIVE,may,10,47.0812067,8.338521
ebikon,POSITIVE,october,34,47.0812067,8.338521
ebikon,NEGATIVE,september,28,47.0812067,8.338521
echandens,NEGATIVE,august,1,46.534381,6.5410474
echandens,POSITIVE,july,1,46.534381,6.5410474
echandens,NEGATIVE,september,2,46.534381,6.5410474
echichens,POSITIVE,august,8,46.52655410000001,6.4978862
echichens,NEGATIVE,may,5,46.52655410000001,6.4978862
echichens,POSITIVE,september,4,46.52655410000001,6.4978862
ecublens,NEGATIVE,august,129,46.5261672,6.5620735
ecublens,NEGATIVE,july,45,46.5261672,6.5620735
ecublens,NEGATIVE,may,2,46.5261672,6.5620735
ecublens,POSITIVE,october,190,46.5261672,6.5620735
ecublens,NEGATIVE,september,166,46.5261672,6.5620735
effretikon,POSITIVE,august,11,47.4283137,8.686971400000001
effretikon,POSITIVE,july,1,47.4283137,8.686971400000001
effretikon,POSITIVE,june,2,47.4283137,8.686971400000001
effretikon,POSITIVE,october,14,47.4283137,8.686971400000001
effretikon,POSITIVE,september,22,47.4283137,8.686971400000001
ehrendingen,POSITIVE,august,14,47.4970194,8.3423207
ehrendingen,POSITIVE,july,1,47.4970194,8.3423207
ehrendingen,POSITIVE,october,18,47.4970194,8.3423207
ehrendingen,NEGATIVE,september,4,47.4970194,8.3423207
eigerplatz,POSITIVE,september,1,46.9404838,7.431453
einsiedeln,POSITIVE,april,52,47.1286095,8.7500299
einsiedeln,POSITIVE,august,307,47.1286095,8.7500299
einsiedeln,POSITIVE,february,49,47.1286095,8.7500299
einsiedeln,POSITIVE,january,23,47.1286095,8.7500299
einsiedeln,NEGATIVE,july,40,47.1286095,8.7500299
einsiedeln,POSITIVE,june,37,47.1286095,8.7500299
einsiedeln,POSITIVE,march,47,47.1286095,8.7500299
einsiedeln,POSITIVE,may,49,47.1286095,8.7500299
einsiedeln,POSITIVE,october,343,47.1286095,8.7500299
einsiedeln,POSITIVE,september,406,47.1286095,8.7500299
elgg,POSITIVE,august,17,47.4945745,8.8662125
elgg,NEGATIVE,october,15,47.4945745,8.8662125
elgg,POSITIVE,september,15,47.4945745,8.8662125
elsau,NEGATIVE,august,1,47.5020701,8.805757
elsau,POSITIVE,october,1,47.5020701,8.805757
elsau,NEGATIVE,september,1,47.5020701,8.805757
embrach,NEGATIVE,august,4,47.5056081,8.593922500000001
embrach,POSITIVE,october,2,47.5056081,8.593922500000001
embrach,POSITIVE,september,4,47.5056081,8.593922500000001
emmental,POSITIVE,august,5,46.7616568,7.629166099999999
emmental,POSITIVE,july,4,46.7616568,7.629166099999999
emmental,POSITIVE,october,9,46.7616568,7.629166099999999
emmental,NEGATIVE,september,6,46.7616568,7.629166099999999
ennenda,POSITIVE,august,8,47.033828,9.0779218
ennenda,POSITIVE,october,6,47.033828,9.0779218
ennenda,POSITIVE,september,23,47.033828,9.0779218
ennetburgen,POSITIVE,september,2,46.9851867,8.4128263
ennetbühl,POSITIVE,august,3,47.2410166,9.2112669
entlebuch,POSITIVE,august,4,46.99211320000001,8.0645193
entlebuch,POSITIVE,may,2,46.99211320000001,8.0645193
entlebuch,POSITIVE,october,9,46.99211320000001,8.0645193
entlebuch,POSITIVE,september,8,46.99211320000001,8.0645193
epalinges,POSITIVE,august,16,46.547327,6.6726245
epalinges,POSITIVE,july,2,46.547327,6.6726245
epalinges,POSITIVE,october,11,46.547327,6.6726245
epalinges,POSITIVE,september,20,46.547327,6.6726245
eriswil,NEGATIVE,august,22,47.0776383,7.8501785
eriswil,NEGATIVE,october,3,47.0776383,7.8501785
eriswil,NEGATIVE,september,5,47.0776383,7.8501785
ermatingen,POSITIVE,august,32,47.6702035,9.0852134
ermatingen,NEGATIVE,july,1,47.6702035,9.0852134
ermatingen,POSITIVE,may,2,47.6702035,9.0852134
ermatingen,POSITIVE,october,13,47.6702035,9.0852134
ermatingen,POSITIVE,september,34,47.6702035,9.0852134
fabrikstrasse,POSITIVE,september,2,47.174847,8.8968389
fehraltorf,POSITIVE,august,19,47.3873705,8.7520123
fehraltorf,POSITIVE,october,30,47.3873705,8.7520123
fehraltorf,POSITIVE,september,15,47.3873705,8.7520123
ferenbalm,NEGATIVE,august,10,46.9488327,7.2109008
ferenbalm,NEGATIVE,october,1,46.9488327,7.2109008
ferenbalm,NEGATIVE,september,4,46.9488327,7.2109008
fischbach,NEGATIVE,august,1,47.6378535,9.0558553
fislisbach,POSITIVE,august,14,47.4369564,8.289413799999998
fislisbach,POSITIVE,october,7,47.4369564,8.289413799999998
fislisbach,POSITIVE,september,13,47.4369564,8.289413799999998
flaach,NEGATIVE,october,6,47.5754461,8.606075500000001
flaach,POSITIVE,september,4,47.5754461,8.606075500000001
flamatt,POSITIVE,august,10,46.8894589,7.3110208
flamatt,POSITIVE,july,3,46.8894589,7.3110208
flamatt,POSITIVE,october,27,46.8894589,7.3110208
flamatt,POSITIVE,september,37,46.8894589,7.3110208
flawil,NEGATIVE,august,28,47.414613,9.1861489
flawil,POSITIVE,july,9,47.414613,9.1861489
flawil,NEGATIVE,may,1,47.414613,9.1861489
flawil,POSITIVE,october,24,47.414613,9.1861489
flawil,POSITIVE,september,27,47.414613,9.1861489
flem,NEGATIVE,august,6,46.7914066,9.0500317
flem,NEGATIVE,october,19,46.7914066,9.0500317
flem,NEGATIVE,september,11,46.7914066,9.0500317
flims,POSITIVE,august,6,46.8332439,9.2834557
flims,POSITIVE,july,1,46.8332439,9.2834557
flims,POSITIVE,october,2,46.8332439,9.2834557
flims,POSITIVE,september,2,46.8332439,9.2834557
flums,POSITIVE,august,1,47.0939665,9.343589
flums,NEGATIVE,september,4,47.0939665,9.343589
flurlingen,POSITIVE,august,2,47.6860764,8.6272354
flurlingen,NEGATIVE,september,1,47.6860764,8.6272354
flühli,NEGATIVE,october,1,46.8840067,8.01564
fontainemelon,POSITIVE,august,4,47.0573737,6.894437
fontainemelon,NEGATIVE,july,2,47.0573737,6.894437
fontainemelon,POSITIVE,october,6,47.0573737,6.894437
fontainemelon,POSITIVE,september,3,47.0573737,6.894437
forel,POSITIVE,august,4,46.7282576,6.822287599999999
forel,POSITIVE,october,2,46.7282576,6.822287599999999
forel,POSITIVE,september,3,46.7282576,6.822287599999999
founex,POSITIVE,august,1,46.3338174,6.1943733
frauenfeld,POSITIVE,april,334,47.5562359,8.8964139
frauenfeld,POSITIVE,august,284,47.5562359,8.8964139
frauenfeld,POSITIVE,february,335,47.5562359,8.8964139
frauenfeld,POSITIVE,january,150,47.5562359,8.8964139
frauenfeld,POSITIVE,july,82,47.5562359,8.8964139
frauenfeld,POSITIVE,june,124,47.5562359,8.8964139
frauenfeld,POSITIVE,march,349,47.5562359,8.8964139
frauenfeld,POSITIVE,may,121,47.5562359,8.8964139
frauenfeld,POSITIVE,october,231,47.5562359,8.8964139
frauenfeld,POSITIVE,september,283,47.5562359,8.8964139
frauenkappelen,POSITIVE,october,3,46.9534091,7.3356617
frauenkappelen,NEGATIVE,september,7,46.9534091,7.3356617
freienbach,POSITIVE,august,20,47.204411,8.7598816
freienbach,POSITIVE,july,1,47.204411,8.7598816
freienbach,POSITIVE,may,1,47.204411,8.7598816
freienbach,POSITIVE,october,42,47.204411,8.7598816
freienbach,POSITIVE,september,20,47.204411,8.7598816
frenkendorf,POSITIVE,august,1,47.5028543,7.7138282999999985
frenkendorf,POSITIVE,september,4,47.5028543,7.7138282999999985
friburgo,NEGATIVE,august,5,46.678911600000006,7.1027113
friburgo,NEGATIVE,july,1,46.678911600000006,7.1027113
friburgo,POSITIVE,october,6,46.678911600000006,7.1027113
friburgo,NEGATIVE,september,1,46.678911600000006,7.1027113
frick,POSITIVE,august,64,47.5075081,8.0203065
frick,POSITIVE,july,6,47.5075081,8.0203065
frick,POSITIVE,october,38,47.5075081,8.0203065
frick,POSITIVE,september,35,47.5075081,8.0203065
friedlisberg,POSITIVE,august,3,47.3626064,8.388943
friedlisberg,POSITIVE,october,2,47.3626064,8.388943
friedlisberg,NEGATIVE,september,1,47.3626064,8.388943
frutigen,POSITIVE,april,34,46.5874205,7.6444369
frutigen,NEGATIVE,august,3,46.5874205,7.6444369
frutigen,POSITIVE,february,20,46.5874205,7.6444369
frutigen,POSITIVE,january,11,46.5874205,7.6444369
frutigen,POSITIVE,july,2,46.5874205,7.6444369
frutigen,POSITIVE,june,14,46.5874205,7.6444369
frutigen,POSITIVE,march,14,46.5874205,7.6444369
frutigen,POSITIVE,may,16,46.5874205,7.6444369
frutigen,POSITIVE,october,29,46.5874205,7.6444369
frutigen,POSITIVE,september,34,46.5874205,7.6444369
fulenbach,NEGATIVE,august,70,47.2737235,7.8309213
fulenbach,NEGATIVE,july,13,47.2737235,7.8309213
fulenbach,NEGATIVE,october,77,47.2737235,7.8309213
fulenbach,NEGATIVE,september,84,47.2737235,7.8309213
fällanden,POSITIVE,august,13,47.37132379999999,8.6388635
fällanden,NEGATIVE,july,1,47.37132379999999,8.6388635
fällanden,NEGATIVE,may,1,47.37132379999999,8.6388635
fällanden,POSITIVE,october,10,47.37132379999999,8.6388635
fällanden,POSITIVE,september,13,47.37132379999999,8.6388635
gansingen,POSITIVE,august,14,47.5432969,8.1343542
gansingen,POSITIVE,july,2,47.5432969,8.1343542
gansingen,POSITIVE,october,10,47.5432969,8.1343542
gansingen,POSITIVE,september,14,47.5432969,8.1343542
gasel,POSITIVE,october,4,46.89967470000001,7.4034016
gasel,POSITIVE,september,2,46.89967470000001,7.4034016
gaswerkstrasse,POSITIVE,august,13,47.4608042,9.0317233
gaswerkstrasse,POSITIVE,october,16,47.4608042,9.0317233
gaswerkstrasse,POSITIVE,september,14,47.4608042,9.0317233
genolier,NEGATIVE,august,1,46.4350251,6.2178235
genolier,NEGATIVE,september,1,46.4350251,6.2178235
giubiasco,POSITIVE,august,4,46.1739158,9.013407699999998
giubiasco,NEGATIVE,july,1,46.1739158,9.013407699999998
giubiasco,POSITIVE,october,4,46.1739158,9.013407699999998
giubiasco,POSITIVE,september,2,46.1739158,9.013407699999998
glattbrugg,POSITIVE,august,48,47.4326312,8.5647892
glattbrugg,NEGATIVE,july,1,47.4326312,8.5647892
glattbrugg,NEGATIVE,october,27,47.4326312,8.5647892
glattbrugg,POSITIVE,september,33,47.4326312,8.5647892
glattfelden,NEGATIVE,august,1,47.5596747,8.501942300000001
glattfelden,POSITIVE,october,2,47.5596747,8.501942300000001
glattfelden,NEGATIVE,september,3,47.5596747,8.501942300000001
glion,NEGATIVE,august,24,46.775575,9.2054956
glion,NEGATIVE,october,3,46.775575,9.2054956
glion,NEGATIVE,september,43,46.775575,9.2054956
glovelier,POSITIVE,august,4,47.3343698,7.2044997
glovelier,POSITIVE,july,1,47.3343698,7.2044997
glovelier,POSITIVE,october,2,47.3343698,7.2044997
glovelier,NEGATIVE,september,6,47.3343698,7.2044997
goldau,POSITIVE,august,7,47.051219,8.5507758
goldau,POSITIVE,july,1,47.051219,8.5507758
goldau,POSITIVE,october,9,47.051219,8.5507758
goldau,POSITIVE,september,11,47.051219,8.5507758
gonten,NEGATIVE,august,1,47.326177,9.3428845
gonten,POSITIVE,july,1,47.326177,9.3428845
gonten,NEGATIVE,october,2,47.326177,9.3428845
gonten,POSITIVE,september,1,47.326177,9.3428845
gorgier,NEGATIVE,august,1,46.9035345,6.7805424
gorgier,NEGATIVE,july,1,46.9035345,6.7805424
gorgier,NEGATIVE,september,4,46.9035345,6.7805424
gotthard,NEGATIVE,august,5,47.6383116,8.6009708
gotthard,NEGATIVE,july,1,47.6383116,8.6009708
gotthard,POSITIVE,may,1,47.6383116,8.6009708
gotthard,POSITIVE,october,6,47.6383116,8.6009708
gotthard,POSITIVE,september,7,47.6383116,8.6009708
grabs,NEGATIVE,august,2,47.1816557,9.4446312
grabs,POSITIVE,october,10,47.1816557,9.4446312
grabs,POSITIVE,september,6,47.1816557,9.4446312
grandson,POSITIVE,august,6,46.8086306,6.641753200000001
grandson,POSITIVE,july,1,46.8086306,6.641753200000001
grandson,NEGATIVE,may,1,46.8086306,6.641753200000001
grandson,NEGATIVE,october,3,46.8086306,6.641753200000001
grandson,POSITIVE,september,4,46.8086306,6.641753200000001
granges,NEGATIVE,august,2,47.1968713,7.3965792
granges,POSITIVE,october,4,47.1968713,7.3965792
granges,NEGATIVE,september,1,47.1968713,7.3965792
graubünden,POSITIVE,august,218,46.6960615,9.6027351
graubünden,POSITIVE,july,7,46.6960615,9.6027351
graubünden,NEGATIVE,may,13,46.6960615,9.6027351
graubünden,POSITIVE,october,357,46.6960615,9.6027351
graubünden,POSITIVE,september,249,46.6960615,9.6027351
greifensee,POSITIVE,august,32,47.347154,8.679475177486191
greifensee,POSITIVE,july,2,47.347154,8.679475177486191
greifensee,POSITIVE,october,22,47.347154,8.679475177486191
greifensee,POSITIVE,september,17,47.347154,8.679475177486191
grellingen,POSITIVE,august,3,47.4411563,7.587635799999998
grellingen,POSITIVE,october,2,47.4411563,7.587635799999998
grellingen,POSITIVE,september,3,47.4411563,7.587635799999998
greppen,NEGATIVE,august,1,47.054825,8.430604400000002
greppen,NEGATIVE,october,2,47.054825,8.430604400000002
grimisuat,POSITIVE,august,9,46.2611718,7.3854291
grimisuat,POSITIVE,october,6,46.2611718,7.3854291
grimisuat,POSITIVE,september,8,46.2611718,7.3854291
grindelwald,NEGATIVE,august,66,46.62427329999999,8.0367462
grindelwald,POSITIVE,july,16,46.62427329999999,8.0367462
grindelwald,POSITIVE,october,54,46.62427329999999,8.0367462
grindelwald,NEGATIVE,september,37,46.62427329999999,8.0367462
grischun,NEGATIVE,august,4,46.6960615,9.6027351
grischun,NEGATIVE,october,2,46.6960615,9.6027351
grischun,NEGATIVE,september,2,46.6960615,9.6027351
grossaffoltern,POSITIVE,august,3,47.0667831,7.360891900000001
grossaffoltern,POSITIVE,july,4,47.0667831,7.360891900000001
grossaffoltern,NEGATIVE,october,5,47.0667831,7.360891900000001
grossaffoltern,POSITIVE,september,1,47.0667831,7.360891900000001
gruyères,POSITIVE,august,37,46.5838003,7.0826682
gruyères,POSITIVE,july,19,46.5838003,7.0826682
gruyères,POSITIVE,october,3,46.5838003,7.0826682
gruyères,POSITIVE,september,16,46.5838003,7.0826682
grüningen,NEGATIVE,august,1,47.2819396,8.7613283
gstaad,POSITIVE,august,8,46.4740433,7.2857944
gstaad,NEGATIVE,july,2,46.4740433,7.2857944
gstaad,POSITIVE,october,13,46.4740433,7.2857944
gstaad,POSITIVE,september,15,46.4740433,7.2857944
gurbrü,NEGATIVE,august,1,46.9649783,7.2164888
gurbrü,NEGATIVE,july,1,46.9649783,7.2164888
gva,NEGATIVE,august,559,46.2369,6.1089
gva,NEGATIVE,july,197,46.2369,6.1089
gva,POSITIVE,may,5,46.2369,6.1089
gva,NEGATIVE,october,509,46.2369,6.1089
gva,NEGATIVE,september,524,46.2369,6.1089
gwatt,POSITIVE,august,1,46.723289,7.623068799999999
gèneve,NEGATIVE,august,3,46.2017559,6.1466014000000015
gèneve,NEGATIVE,july,1,46.2017559,6.1466014000000015
gèneve,NEGATIVE,october,6,46.2017559,6.1466014000000015
gèneve,POSITIVE,september,5,46.2017559,6.1466014000000015
gürtelstrasse,POSITIVE,august,1,46.8521912,9.5275171
gürtelstrasse,NEGATIVE,october,1,46.8521912,9.5275171
gürtelstrasse,POSITIVE,september,3,46.8521912,9.5275171
habsburg,POSITIVE,may,5,47.4620655,8.1871807
hettlingen,POSITIVE,august,198,47.5467745,8.7095144
hettlingen,POSITIVE,july,27,47.5467745,8.7095144
hettlingen,POSITIVE,october,250,47.5467745,8.7095144
hettlingen,POSITIVE,september,211,47.5467745,8.7095144
hochschulstrasse,POSITIVE,september,3,46.94958670000001,7.4361834
holziken,NEGATIVE,september,1,47.3202562,8.04006
hombrechtikon,NEGATIVE,august,6,47.2523354,8.7680277
hombrechtikon,NEGATIVE,october,4,47.2523354,8.7680277
hombrechtikon,POSITIVE,september,4,47.2523354,8.7680277
horgen,POSITIVE,april,7,47.260692,8.5976831
horgen,NEGATIVE,august,13,47.260692,8.5976831
horgen,POSITIVE,february,4,47.260692,8.5976831
horgen,POSITIVE,january,9,47.260692,8.5976831
horgen,POSITIVE,july,2,47.260692,8.5976831
horgen,POSITIVE,june,13,47.260692,8.5976831
horgen,POSITIVE,march,3,47.260692,8.5976831
horgen,POSITIVE,may,10,47.260692,8.5976831
horgen,POSITIVE,october,11,47.260692,8.5976831
horgen,NEGATIVE,september,14,47.260692,8.5976831
horw,POSITIVE,august,27,47.0185008,8.310779700000001
horw,POSITIVE,july,2,47.0185008,8.310779700000001
horw,POSITIVE,may,5,47.0185008,8.310779700000001
horw,POSITIVE,october,34,47.0185008,8.310779700000001
horw,POSITIVE,september,44,47.0185008,8.310779700000001
hunenberg,POSITIVE,october,1,47.1750888,8.4262289
huttwil,NEGATIVE,august,15,47.1147419,7.8455436
huttwil,NEGATIVE,july,2,47.1147419,7.8455436
huttwil,POSITIVE,october,13,47.1147419,7.8455436
huttwil,POSITIVE,september,9,47.1147419,7.8455436
hägendorf,POSITIVE,may,1,47.3331671,7.836561200000001
hägendorf,POSITIVE,september,1,47.3331671,7.836561200000001
hölstein,POSITIVE,july,1,47.4247354,7.7698197
hölstein,POSITIVE,october,1,47.4247354,7.7698197
hölstein,POSITIVE,september,2,47.4247354,7.7698197
hünenberg,POSITIVE,august,45,47.1750888,8.4262289
hünenberg,POSITIVE,july,8,47.1750888,8.4262289
hünenberg,POSITIVE,october,77,47.1750888,8.4262289
hünenberg,NEGATIVE,september,46,47.1750888,8.4262289
hüttwilen,NEGATIVE,august,80,47.6073934,8.871922300000003
hüttwilen,NEGATIVE,july,11,47.6073934,8.871922300000003
hüttwilen,POSITIVE,october,179,47.6073934,8.871922300000003
hüttwilen,POSITIVE,september,104,47.6073934,8.871922300000003
ilanz,POSITIVE,may,1,46.775575,9.2054956
ilanz,NEGATIVE,october,2,46.775575,9.2054956
illarsaz,POSITIVE,august,4,46.31163770000001,6.9276981
illarsaz,NEGATIVE,july,1,46.31163770000001,6.9276981
illarsaz,NEGATIVE,october,1,46.31163770000001,6.9276981
illarsaz,POSITIVE,september,3,46.31163770000001,6.9276981
illnau,POSITIVE,august,2,47.4088363,8.725543199999999
illnau,NEGATIVE,october,8,47.4088363,8.725543199999999
illnau,POSITIVE,september,3,47.4088363,8.725543199999999
ins,POSITIVE,august,4,47.0058984,7.105647200000001
ins,NEGATIVE,july,2,47.0058984,7.105647200000001
ins,POSITIVE,october,4,47.0058984,7.105647200000001
ins,NEGATIVE,september,1,47.0058984,7.105647200000001
interlaken,POSITIVE,april,210,46.68552310000001,7.858513900000001
interlaken,POSITIVE,august,61,46.68552310000001,7.858513900000001
interlaken,POSITIVE,february,217,46.68552310000001,7.858513900000001
interlaken,POSITIVE,january,163,46.68552310000001,7.858513900000001
interlaken,POSITIVE,july,11,46.68552310000001,7.858513900000001
interlaken,POSITIVE,june,230,46.68552310000001,7.858513900000001
interlaken,POSITIVE,march,287,46.68552310000001,7.858513900000001
interlaken,POSITIVE,may,279,46.68552310000001,7.858513900000001
interlaken,POSITIVE,october,56,46.68552310000001,7.858513900000001
interlaken,POSITIVE,september,73,46.68552310000001,7.858513900000001
interläken,POSITIVE,october,1,46.68552310000001,7.858513900000001
isvicre,NEGATIVE,april,1,46.7985624,8.231973599999998
isvicre,POSITIVE,august,4,46.7985624,8.231973599999998
isvicre,NEGATIVE,may,1,46.7985624,8.231973599999998
isvicre,NEGATIVE,october,1,46.7985624,8.231973599999998
itingen,POSITIVE,august,3,47.4665362,7.7877841
itingen,NEGATIVE,july,1,47.4665362,7.7877841
itingen,NEGATIVE,october,2,47.4665362,7.7877841
itingen,POSITIVE,september,1,47.4665362,7.7877841
ittigen,NEGATIVE,august,1,46.9790726,7.481521300000002
ittigen,POSITIVE,july,2,46.9790726,7.481521300000002
ittigen,POSITIVE,october,14,46.9790726,7.481521300000002
ittigen,POSITIVE,september,14,46.9790726,7.481521300000002
jonen,POSITIVE,august,11,47.2959739,8.3950641
jonen,NEGATIVE,july,1,47.2959739,8.3950641
jonen,POSITIVE,october,12,47.2959739,8.3950641
jonen,POSITIVE,september,9,47.2959739,8.3950641
kaisten,POSITIVE,august,1,47.538217,8.044461
kaisten,POSITIVE,july,1,47.538217,8.044461
kaisten,POSITIVE,may,2,47.538217,8.044461
kaisten,NEGATIVE,october,3,47.538217,8.044461
kaisten,POSITIVE,september,2,47.538217,8.044461
kaufleuten,POSITIVE,august,47,47.37185535,8.53615864933998
kaufleuten,POSITIVE,july,5,47.37185535,8.53615864933998
kaufleuten,POSITIVE,october,8,47.37185535,8.53615864933998
kaufleuten,POSITIVE,september,4,47.37185535,8.53615864933998
kehrsatz,POSITIVE,august,10,46.9119427,7.4731844
kehrsatz,POSITIVE,october,11,46.9119427,7.4731844
kehrsatz,POSITIVE,september,4,46.9119427,7.4731844
kehrsiten,NEGATIVE,august,3,47.0000945,8.367668400000001
kehrsiten,POSITIVE,october,3,47.0000945,8.367668400000001
kerzers,POSITIVE,august,14,46.9761315,7.1972834
kerzers,POSITIVE,july,2,46.9761315,7.1972834
kerzers,POSITIVE,october,32,46.9761315,7.1972834
kerzers,POSITIVE,september,21,46.9761315,7.1972834
kiesen,NEGATIVE,august,4,46.8195399,7.584815400000001
kiesen,NEGATIVE,july,1,46.8195399,7.584815400000001
kiesen,POSITIVE,october,26,46.8195399,7.584815400000001
kiesen,POSITIVE,september,8,46.8195399,7.584815400000001
kilchberg,NEGATIVE,august,4,47.3225316,8.545948300000001
kilchberg,POSITIVE,october,7,47.3225316,8.545948300000001
kilchberg,NEGATIVE,september,5,47.3225316,8.545948300000001
killwangen,POSITIVE,august,2,47.43155529999999,8.3518766
killwangen,POSITIVE,october,2,47.43155529999999,8.3518766
killwangen,POSITIVE,september,4,47.43155529999999,8.3518766
kirchleerau,POSITIVE,august,3,47.2755071,8.0702913
kirchleerau,NEGATIVE,july,1,47.2755071,8.0702913
kirchleerau,POSITIVE,october,4,47.2755071,8.0702913
kirchleerau,POSITIVE,september,4,47.2755071,8.0702913
kleinandelfingen,POSITIVE,august,1,47.5998043,8.686058099999999
kleinandelfingen,POSITIVE,october,6,47.5998043,8.686058099999999
kleinandelfingen,NEGATIVE,september,2,47.5998043,8.686058099999999
klosbachstr,POSITIVE,october,1,47.3674519,8.5597004
klosters,POSITIVE,august,2,46.865691,9.892799072160749
klosters,NEGATIVE,october,5,46.865691,9.892799072160749
klosters,NEGATIVE,september,4,46.865691,9.892799072160749
kloten,POSITIVE,august,121,47.4525133,8.5861477
kloten,POSITIVE,july,7,47.4525133,8.5861477
kloten,POSITIVE,may,2,47.4525133,8.5861477
kloten,POSITIVE,october,259,47.4525133,8.5861477
kloten,POSITIVE,september,280,47.4525133,8.5861477
klöntal,POSITIVE,august,8,47.0333,8.96667
klöntal,NEGATIVE,july,1,47.0333,8.96667
klöntal,POSITIVE,october,2,47.0333,8.96667
klöntal,POSITIVE,september,13,47.0333,8.96667
konolfingen,POSITIVE,august,6,46.879415,7.620984599999999
konolfingen,POSITIVE,october,5,46.879415,7.620984599999999
konolfingen,NEGATIVE,september,1,46.879415,7.620984599999999
koppigen,NEGATIVE,august,8,47.13471120000001,7.6003107
koppigen,POSITIVE,july,5,47.13471120000001,7.6003107
koppigen,NEGATIVE,october,3,47.13471120000001,7.6003107
koppigen,POSITIVE,september,8,47.13471120000001,7.6003107
kornhausplatz,POSITIVE,august,15,46.9492267,7.447814299999999
kornhausplatz,POSITIVE,october,6,46.9492267,7.447814299999999
kornhausplatz,POSITIVE,september,12,46.9492267,7.447814299999999
kramgasse,POSITIVE,august,7,46.9479844,7.4499288
kramgasse,POSITIVE,july,1,46.9479844,7.4499288
kramgasse,POSITIVE,october,8,46.9479844,7.4499288
kramgasse,POSITIVE,september,5,46.9479844,7.4499288
kreuzlingen,POSITIVE,april,14,47.6464362,9.1725621
kreuzlingen,POSITIVE,august,176,47.6464362,9.1725621
kreuzlingen,POSITIVE,february,12,47.6464362,9.1725621
kreuzlingen,NEGATIVE,january,10,47.6464362,9.1725621
kreuzlingen,POSITIVE,july,17,47.6464362,9.1725621
kreuzlingen,POSITIVE,june,16,47.6464362,9.1725621
kreuzlingen,POSITIVE,march,15,47.6464362,9.1725621
kreuzlingen,POSITIVE,may,18,47.6464362,9.1725621
kreuzlingen,POSITIVE,october,114,47.6464362,9.1725621
kreuzlingen,POSITIVE,september,188,47.6464362,9.1725621
kriegstetten,POSITIVE,september,2,47.175109,7.5990600000000015
kriens,POSITIVE,august,88,47.0350948,8.2791767
kriens,POSITIVE,july,8,47.0350948,8.2791767
kriens,POSITIVE,may,13,47.0350948,8.2791767
kriens,POSITIVE,october,119,47.0350948,8.2791767
kriens,POSITIVE,september,118,47.0350948,8.2791767
kuessnacht,POSITIVE,august,3,47.08385,8.4386308
kuessnacht,NEGATIVE,september,1,47.08385,8.4386308
kurzfeldstr,POSITIVE,august,2,47.5576347,8.8898452
kurzfeldstr,POSITIVE,october,7,47.5576347,8.8898452
kurzfeldstr,POSITIVE,september,2,47.5576347,8.8898452
köniz,POSITIVE,august,20,46.9222385,7.413058199999999
köniz,POSITIVE,may,2,46.9222385,7.413058199999999
köniz,POSITIVE,october,26,46.9222385,7.413058199999999
köniz,POSITIVE,september,30,46.9222385,7.413058199999999
künten,POSITIVE,october,1,47.3888568,8.3289425
künten,POSITIVE,september,1,47.3888568,8.3289425
küsnacht,POSITIVE,august,28,47.3179942,8.580820800000001
küsnacht,POSITIVE,july,2,47.3179942,8.580820800000001
küsnacht,POSITIVE,october,46,47.3179942,8.580820800000001
küsnacht,POSITIVE,september,42,47.3179942,8.580820800000001
küttigen,NEGATIVE,august,20,47.419363,8.043330000000001
küttigen,POSITIVE,july,9,47.419363,8.043330000000001
küttigen,NEGATIVE,october,15,47.419363,8.043330000000001
küttigen,NEGATIVE,september,24,47.419363,8.043330000000001
laax,POSITIVE,august,1,46.8065922,9.2576249
laax,POSITIVE,july,1,46.8065922,9.2576249
laax,POSITIVE,october,11,46.8065922,9.2576249
laax,NEGATIVE,september,1,46.8065922,9.2576249
lachen,POSITIVE,august,14,47.1923827,8.852383300000003
lachen,NEGATIVE,july,2,47.1923827,8.852383300000003
lachen,NEGATIVE,june,1,47.1923827,8.852383300000003
lachen,POSITIVE,may,2,47.1923827,8.852383300000003
lachen,POSITIVE,october,33,47.1923827,8.852383300000003
lachen,POSITIVE,september,28,47.1923827,8.852383300000003
lamone,NEGATIVE,august,1,46.044713,8.9325447
lancy,NEGATIVE,august,324,46.1839156,6.1224047
lancy,NEGATIVE,july,62,46.1839156,6.1224047
lancy,NEGATIVE,october,294,46.1839156,6.1224047
lancy,NEGATIVE,september,301,46.1839156,6.1224047
landquart,NEGATIVE,august,5,46.96137185,9.560340898409539
landquart,POSITIVE,july,3,46.96137185,9.560340898409539
landquart,POSITIVE,october,7,46.96137185,9.560340898409539
landquart,POSITIVE,september,5,46.96137185,9.560340898409539
langendorf,POSITIVE,august,1,47.2214533,7.515430900000001
langendorf,POSITIVE,october,2,47.2214533,7.515430900000001
langendorf,NEGATIVE,september,1,47.2214533,7.515430900000001
lausana,NEGATIVE,august,7,46.5218269,6.6327025
lausana,NEGATIVE,july,3,46.5218269,6.6327025
lausana,POSITIVE,october,3,46.5218269,6.6327025
lausana,NEGATIVE,september,1,46.5218269,6.6327025
lausen,POSITIVE,august,54,47.4736459,7.759113900000001
lausen,POSITIVE,july,3,47.4736459,7.759113900000001
lausen,POSITIVE,october,29,47.4736459,7.759113900000001
